Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_000928955.1,,"Anthony,S.J., St Leger,J.A., Navarrete-Macias,I., Nilson,E., Sanchez-Leon,M., Liang,E., Seimon,T., Jain,K., Karesh,W., Daszak,P., Briese,T., Lipkin,W.I.",2015-02-22T19:10:17.570Z,DPyV-1/Trachea/2010,Delphinus delphis polyomavirus 1,Zetapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Delphinus delphis,lung,2010-10,,ViralProj269965
GCF_000928835.1,,"Peretti,A., FitzGerald,P.C., Bliskovsky,V., Pastrana,D.V., Buck,C.B.",2015-02-22T19:10:11.433Z,2835,Centropristis striata polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Centropristis striata,,2014-03-26,,ViralProj268860
GCF_000928315.1,,"Dill,J.A., Ng,T.F., Camus,A.C., Ng,T.F.F., Buck,C.B., McDermott,A., Delwart,E.",2015-02-22T19:09:30.023Z,UGA1,Rhynchobatus djiddensis polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Rhynchobatus djiddensis,"skin, lesion",2014,,ViralProj273466
GCF_000928175.1,,"Lima,F.E.S., Cibulski,S.P., Franco,A.C., Roehe,P.M.",2015-02-22T19:09:19.020Z,,Tadarida brasiliensis polyomavirus 2,,Polyomaviridae,dsDNA,RefSeq,,,,Brazil,Brazil,,Tadarida brasiliensis,animal tissues,2013-07-17,,ViralProj271778
GCF_000928095.1,,"Yamaguchi,H., Kobayashi,S., Ishii,A., Ogawa,H., Nakamura,I., Moonga,L., Hang'ombe,B.M., Mweene,A.S., Thomas,Y., Kimura,T., Sawa,H., Orba,Y.",2015-02-22T19:09:11.247Z,VMK96,Chlorocebus pygerythrus polyomavirus 2,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Zambia:Mfuwe,Zambia,,Chlorocebus pygerythrus,"kidney, abdominal cavity",2009-11-02,,ViralProj270091
GCF_000928075.1,,"Yamaguchi,H., Kobayashi,S., Ishii,A., Ogawa,H., Nakamura,I., Moonga,L., Hang'ombe,B.M., Mweene,A.S., Thomas,Y., Kimura,T., Sawa,H., Orba,Y.",2015-02-22T19:09:08.380Z,VMS95/VMS97,Chlorocebus pygerythrus polyomavirus 3,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Zambia:Mfuwe,Zambia,,Chlorocebus pygerythrus,"spleen, abdominal cavity",2009-11-02,,ViralProj270087
GCF_000927975.1,,"Zhang,W., Li,L., Deng,X., Kapusinszky,B., Delwart,E.",2015-02-22T19:09:00.810Z,,Bovine polyomavirus 2,,Polyomaviridae,dsDNA,RefSeq,,,1,USA: San Francisco,USA,CA,,,2014,,ViralProj269306
GCF_000926975.1,,"Ng,T.F.F., Miller,M., Kondov,N.O., Dodd,E., Deng,X., Delwart,E.",2015-02-22T19:07:49.290Z,6831-13,Sea otter polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,,USA,USA,,Enhydra lutris,"spleen, abdominal cavity",2013-09-03,,ViralProj263990
GCF_000926495.1,,"Leendertz,F.H., Scuda,N., Cameron,K.N., Kidega,T., Zuberbuhler,K., Leendertz,S.A., Couacy-Hymann,E., Boesch,C., Calvignac,S., Ehlers,B., Leendertz,F.",2015-02-22T19:07:19.210Z,6444,Pan troglodytes polyomavirus 2,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Cote d'Ivoire,Cote d'Ivoire,,Pan troglodytes verus,,2009-11-12,,ViralProj264928
GCF_000925455.1,,"Leendertz,F.H., Scuda,N., Cameron,K.N., Kidega,T., Zuberbuhler,K., Leendertz,S.A., Couacy-Hymann,E., Boesch,C., Calvignac,S., Ehlers,B., Leendertz,F.",2015-02-22T19:04:02.113Z,6512,Pan troglodytes polyomavirus 3,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Cote d'Ivoire,Cote d'Ivoire,,Pan troglodytes verus,,2010-02-01,,ViralProj264927
GCF_000924615.1,,"Leendertz,F.H., Scuda,N., Cameron,K.N., Kidega,T., Zuberbuhler,K., Leendertz,S.A., Couacy-Hymann,E., Boesch,C., Calvignac,S., Ehlers,B., Leendertz,F.",2015-02-22T19:02:45.810Z,5766,Gorilla gorilla polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Republic of the Congo,Republic of the Congo,,Gorilla gorilla gorilla,,2008-10-09,,ViralProj264925
GCF_000922675.1,,"Mishra,N., Pereira,M., Rhodes,R.H., An,P., Pipas,J.M., Jain,K., Kapoor,A., Briese,T., Faust,P.L., Lipkin,W.I.",2015-02-22T19:01:16.847Z,NJ-PyV-2013,Human polyomavirus 13,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Homo sapiens,muscle,2013-01-21,,ViralProj248102
GCF_000920375.1,,"Dela Cruz,F.N. Jr., Giannitti,F., Li,L., Woods,L.W., Del Valle,L., Delwart,E., Pesavento,P.A., Dela Cruz,F.N.",2015-02-22T18:57:54.663Z,,Procyon lotor polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Procyon lotor,,2011,,ViralProj242945
GCF_000914155.1,,"Bennett,M.D., Gillett,A.",2015-02-22T18:50:03.190Z,AWH19840,Cracticus torquatus polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Australia,Australia,,Cracticus torquatus,lesion,2009-07-12,,ViralProj230847
GCF_000911115.1,,"Stevens,H., Bertelsen,M.F., Sijmons,S., Van Ranst,M., Maes,P.",2015-02-22T18:46:41.240Z,DK-1/2011,Loxodonta africana polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Denmark,Denmark,,Loxodonta africana,lesion,2011,,ViralProj222309
GCF_000906235.1,,"Korup,S., Rietscher,J., Calvignac-Spencer,S., Trusch,F., Hofmann,J., Moens,U., Sauer,I., Voigt,S., Schmuck,R., Ehlers,B.",2015-02-22T18:39:32.883Z,,Human polyomavirus 12,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,,,2007-01-20,,ViralProj195931
GCF_000904955.1,,"Tao,Y., Shi,M., Conrardy,C., Kuzmin,I.V., Recuenco,S., Agwanda,B., Alvarez,D.A., Ellison,J.A., Gilbert,A.T., Moran,D., Niezgoda,M., Lindblade,K.A., Holmes,E.C., Breiman,R.F., Rupprecht,C.E., Tong,S.",2015-02-22T18:38:31.333Z,KY397,Chaerephon polyomavirus 1,,Polyomaviridae,dsDNA,RefSeq,,,1,Kenya,Kenya,,Chaerephon,feces,2006,,ViralProj185191
GCF_000904055.1,,"Lim,E.S., Reyes,A., Antonio,M., Saha,D., Ikumapayi,U.N., Adeyemi,M., Stine,O.C., Skelton,R., Brennan,D.C., Mkakosya,R.S., Manary,M.J., Gordon,J.I., Wang,D.",2015-02-22T18:36:56.697Z,,Human polyomavirus 11,Deltapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Malawi,Malawi,,Homo sapiens,feces,,,ViralProj186434
GCF_000903955.1,,"Tao,Y., Shi,M., Conrardy,C., Kuzmin,I.V., Recuenco,S., Agwanda,B., Alvarez,D.A., Ellison,J.A., Gilbert,A.T., Moran,D., Niezgoda,M., Lindblade,K.A., Holmes,E.C., Breiman,R.F., Rupprecht,C.E., Tong,S.",2015-02-22T18:36:46.380Z,KY156,Otomops martiensseni polyomavirus 2,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Kenya,Kenya,,Otomops martiensseni,feces,2006,,ViralProj185193
GCF_000903915.1,,"Tao,Y., Shi,M., Conrardy,C., Kuzmin,I.V., Recuenco,S., Agwanda,B., Alvarez,D.A., Ellison,J.A., Gilbert,A.T., Moran,D., Niezgoda,M., Lindblade,K.A., Holmes,E.C., Breiman,R.F., Rupprecht,C.E., Tong,S.",2015-02-22T18:36:44.900Z,KY157,Otomops martiensseni polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Kenya,Kenya,,Otomops martiensseni,feces,2006,,ViralProj185192
GCF_000903895.1,,"Tao,Y., Shi,M., Conrardy,C., Kuzmin,I.V., Recuenco,S., Agwanda,B., Alvarez,D.A., Ellison,J.A., Gilbert,A.T., Moran,D., Niezgoda,M., Lindblade,K.A., Holmes,E.C., Breiman,R.F., Rupprecht,C.E., Tong,S.",2015-02-22T18:36:41.957Z,KY336,Cardioderma cor polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Kenya,Kenya,,Cardioderma cor,feces,2006,,ViralProj185188
GCF_000903735.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T18:36:25.503Z,5743,Pan troglodytes polyomavirus 6,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Cote d'Ivoire,Cote d'Ivoire,,Pan troglodytes verus,,,,ViralProj183908
GCF_000903715.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T18:36:16.553Z,2085,Macaca fascicularis polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,Macaca fascicularis,,,,ViralProj183904
GCF_000903695.1,,"Yamaguchi,H., Kobayashi,S., Ishii,A., Ogawa,H., Nakamura,I., Moonga,L., Hang'ombe,B.M., Mweene,A.S., Thomas,Y., Kimura,T., Sawa,H., Orba,Y.",2015-02-22T18:36:15.193Z,VMS96,Chlorocebus pygerythrus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Zambia:Mfuwe,Zambia,,Chlorocebus pygerythrus,"spleen, abdominal cavity",2009-11-02,,ViralProj183709
GCF_000903015.1,,"Tao,Y., Shi,M., Conrardy,C., Kuzmin,I.V., Recuenco,S., Agwanda,B., Alvarez,D.A., Ellison,J.A., Gilbert,A.T., Moran,D., Niezgoda,M., Lindblade,K.A., Holmes,E.C., Breiman,R.F., Rupprecht,C.E., Tong,S.",2015-02-22T18:34:21.197Z,GTM203,Pteronotus davyi polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Guatemala,Guatemala,,Pteronotus davyi,oronasopharynx,2009,,ViralProj185190
GCF_000903035.1,,"Tao,Y., Shi,M., Conrardy,C., Kuzmin,I.V., Recuenco,S., Agwanda,B., Alvarez,D.A., Ellison,J.A., Gilbert,A.T., Moran,D., Niezgoda,M., Lindblade,K.A., Holmes,E.C., Breiman,R.F., Rupprecht,C.E., Tong,S.",2015-02-22T18:34:21.130Z,KY270,Eidolon helvum polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Kenya,Kenya,,Eidolon helvum,feces,2006,,ViralProj185194
GCF_000902835.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T18:33:52.410Z,3161,Pan troglodytes polyomavirus 4,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Cote d'Ivoire,Cote d'Ivoire,,Pan troglodytes verus,,,,ViralProj183906
GCF_000902815.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T18:33:47.607Z,1960,Ateles paniscus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,Ateles paniscus,,,,ViralProj183902
GCF_000902215.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T18:32:12.967Z,3147,Pan troglodytes polyomavirus 5,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Cote d'Ivoire,Cote d'Ivoire,,Pan troglodytes verus,,,,ViralProj183907
GCF_000902195.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T18:32:12.770Z,2141,Cebus albifrons polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,Cebus albifrons,,,,ViralProj183903
GCF_000901355.1,,"Tao,Y., Shi,M., Conrardy,C., Kuzmin,I.V., Recuenco,S., Agwanda,B., Alvarez,D.A., Ellison,J.A., Gilbert,A.T., Moran,D., Niezgoda,M., Lindblade,K.A., Holmes,E.C., Breiman,R.F., Rupprecht,C.E., Tong,S.",2015-02-22T18:30:03.910Z,KY369,Miniopterus africanus polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Kenya,Kenya,,Miniopterus africanus,feces,2006,,ViralProj185189
GCF_000901195.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T18:29:09.313Z,4601,Piliocolobus rufomitratus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Cote d'Ivoire,Cote d'Ivoire,,Piliocolobus rufomitratus,,,,ViralProj183909
GCF_000901175.1,,"Scuda,N., Madinda,N.F., Akoua-Koffi,C., Adjogoua,E.V., Wevers,D., Hofmann,J., Cameron,K.N., Leendertz,S.A., Couacy-Hymann,E., Robbins,M., Boesch,C., Jarvis,M.A., Moens,U., Mugisha,L., Calvignac-Spencer,S., Leendertz,F.H., Ehlers,B., Madinda,F.",2015-02-22T18:29:09.280Z,6350,Pan troglodytes polyomavirus 7,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Uganda,Uganda,,Pan troglodytes schweinfurthii,,,,ViralProj183905
GCF_000898335.1,,"Siebrasse,E.A., Reyes,A., Lim,E.S., Zhao,G., Mkakosya,R.S., Manary,M.J., Gordon,J.I., Wang,D.",2015-02-22T18:24:38.337Z,,Human polyomavirus 10,Deltapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Malawi,Malawi,,Homo sapiens,feces,2008-09-19,,ViralProj170047
GCF_000898215.1,,"Renshaw,R.W., Wise,A.G., Maes,R.K., Dubovi,E.J.",2015-02-22T18:24:30.980Z,CU03,Equus caballus polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Equus caballus,eye,2003,,ViralProj167666
GCF_000896095.1,,"Halami,M.Y., Dorrestein,G.M., Couteel,P., Heckel,G., Muller,H., Johne,R., Mueller,H.",2015-02-22T18:21:24.680Z,CaPyV-Ha09,Serinus canaria polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Netherlands,Netherlands,,Serinus canaria,"liver, abdominal cavity",2007,,ViralProj157253
GCF_000891615.1,,"Scuda,N., Hofmann,J., Calvignac-Spencer,S., Ruprecht,K., Liman,P., Kuhn,J., Hengel,H., Ehlers,B.",2015-02-22T18:14:53.833Z,HPyV9,Human polyomavirus 9,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,Homo sapiens,,2009-04,,ViralProj63123
GCF_000890335.1,,"Deuzing,I., Fagrouch,Z., Groenewoud,M.J., Niphuis,H., Kondova,I., Bogers,W., Verschoor,E.J.",2015-02-22T18:13:30.760Z,Bob,Pan troglodytes polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,Pan troglodytes verus,blood,,,ViralProj60731
GCF_000889175.1,,"Schowalter,R.M., Pastrana,D.V., Pumphrey,K.A., Moyer,A.L., Buck,C.B.",2015-02-22T18:12:15.600Z,713a,Human polyomavirus 7,Deltapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Homo sapiens,skin,2009,,ViralProj51557
GCF_000888495.1,,"Schowalter,R.M., Pastrana,D.V., Pumphrey,K.A., Moyer,A.L., Buck,C.B.",2015-02-22T18:11:34.063Z,607a,Human polyomavirus 6,Deltapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Homo sapiens,skin,2009,,ViralProj51559
GCF_000887495.1,,"van der Meijden,E., Janssens,R.W., Lauber,C., Bouwes Bavinck,J.N., Gorbalenya,A.E., Feltkamp,M.C., Feltkamp,M.C.W., Van der Meijden,E.",2015-02-22T18:10:11.637Z,,Human polyomavirus 8,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Netherlands,Netherlands,,Homo sapiens,skin,2009-04,,ViralProj51185
GCF_000887115.1,,"Colegrove,K.M., Wellehan,J.F. Jr., Rivera,R., Moore,P.F., Gulland,F.M., Lowenstine,L.J., Nordhausen,R.W., Nollens,H.H., Wellehan,J.F.X., Gulland,F.M.D.",2015-02-22T18:09:29.823Z,,Zalophus californianus polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Zalophus californianus,tongue,2006-08-24,,ViralProj45909
GCF_000885375.1,,"Groenewoud,M.J., Fagrouch,Z., van Gessel,S., Niphuis,H., Bulavaite,A., Warren,K.S., Heeney,J.L., Verschoor,E.J.",2015-02-22T18:06:43.793Z,Bo,Pongo pygmaeus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,Pongo pygmaeus,blood,,,ViralProj41471
GCF_000883135.1,,"Misra,V., Dumonceaux,T., Dubois,J., Willis,C., Nadin-Davis,S., Severini,A., Wandeler,A., Lindsay,R., Artsob,H.",2015-02-22T18:04:41.463Z,14,Myotis lucifugus polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Canada,Canada,,,,2007-09-22,,ViralProj32077
GCF_000874865.1,,"Schowalter,R.M., Pastrana,D.V., Pumphrey,K.A., Moyer,A.L., Buck,C.B.",2015-02-13T08:39:45.717Z,R17b,Human polyomavirus 5,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,USA,USA,,Homo sapiens,skin,2009,,ViralProj28509
GCF_000873725.1,,"Verschoor,E.J., Groenewoud,M.J., Fagrouch,Z., Kewalapat,A., van Gessel,S., Kik,M.J., Heeney,J.L.",2015-02-13T08:38:41.873Z,Squi0106,Saimiri boliviensis polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,Saimiri boliviensis,spleen,,,ViralProj27775
GCF_000873085.1,,"Allander,T., Andreasson,K., Gupta,S., Bjerkner,A., Bogdanovic,G., Persson,M.A., Dalianis,T., Ramqvist,T., Andersson,B., Persson,M.A.A.",2015-02-13T08:38:02.307Z,Stockholm 60,Human polyomavirus 3,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,,,,,ViralProj19155
GCF_000870785.1,,"Gaynor,A.M., Nissen,M.D., Whiley,D.M., Mackay,I.M., Lambert,S.B., Wu,G., Brennan,D.C., Storch,G.A., Sloots,T.P., Wang,D., Sloots,T.D.",2015-02-13T08:34:24.187Z,,Human polyomavirus 4,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Australia,Australia,,,,,,ViralProj19765
GCF_000868965.1,,"Johne,R., Wittig,W., Fernandez-de-Luco,D., Hofle,U., Muller,H.",2015-02-13T08:30:39.493Z,,Corvus monedula polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,Coloeus monedula,,2005,,ViralProj16654
GCF_000866005.1,,"Cantalupo,P., Doering,A., Sullivan,C.S., Pal,A., Peden,K.W., Lewis,A.M., Pipas,J.M., Cunningham,T.P., Cantalupo,P.G.",2015-02-13T08:26:55.343Z,,Simian virus 12,,Polyomaviridae,dsDNA,RefSeq,,,1,,,,,,,,ViralProj16189
GCF_000864605.1,,"Johne,R., Wittig,W., Fernandez-de-Luco,D., Hofle,U., Muller,H.",2015-02-13T08:25:19.090Z,,Pyrrhula pyrrhula polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,Pyrrhula pyrrhula griseiventris,,2005,,ViralProj16655
GCF_000863865.1,,"Clark,B.E., Griffin,B.E.",2015-02-13T08:24:16.950Z,,Mus musculus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,,,,,Mus musculus,,,,ViralProj15489
GCF_000863805.1,,"Miyamura,T., Furuno,A., Yoshiike,K., Martin,J.D., King,D.M., Slauch,J.M., Frisque,R.J., Kenney,S., Natarajan,V., Strike,D., Khoury,G., Salzman,N.P., Bream,G.L., Cannella,M.T., Jikuya,H., Soeda,E.",2015-02-13T08:24:09.940Z,,Human polyomavirus 2,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,6,,,,,,,,ViralProj15477
GCF_000860565.1,,"Pawlita,M., Clad,A., zur Hausen,H., Zur Hausen,H.",2015-02-13T08:21:11.707Z,,African green monkey polyomavirus,,Polyomaviridae,dsDNA,RefSeq,,,1,,,,,,,,ViralProj15320
GCF_000844005.1,,"Siray,H., Ozel,M., Jandrig,B., Voronkova,T., Jia,W., Zocher,R., Arnold,W., Scherneck,S., Kruger,D.H., Ulrich,R., Ulrich,R.G.",2015-02-12T16:36:48.533Z,Berlin-Buch,Mesocricetus auratus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,Germany,Germany,,Mesocricetus auratus,,1967-05,,ViralProj14461
GCF_000842245.1,,"Johne,R., Jungmann,A., Muller,H., Luo,D., Tang,X.B., Hobom,G., Stoll,R., Kouwenhoven,B., Rott,O., Kroger,M.",2015-02-12T16:35:38.660Z,,Aves polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,5,,,,,,,,ViralProj14284
GCF_000841425.1,,"Johne,R., Muller,H., Mueller,H.",2015-02-12T16:35:01.277Z,Germany 2001,Anser anser polyomavirus 1,Gammapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,,,,,ViralProj14286
GCF_000837865.1,,"Seif,I., Khoury,G., Dhar,R.",2015-02-12T16:31:31.183Z,,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,,,,,ViralProj14074
GCF_000837645.1,,"Kube,D., Milavetz,B., Behm,M., Lowman,H., Ng,S.C., Bina,M., Khalili,K., Brady,J., Khoury,G., Noble,J.C., Prives,C., Manley,J.L., Barrera-Saldana,H., Takahashi,K., Vigneron,M., Wildeman,A., Davidson,I., Chambon,P., Stringer,J.R., Scheller,A., Hutchinson,N.I., Chang,L.S., Pater,M.M., Bouck,N., Shenk,T.E., di Mayorca,G., Swimmer,C., Shenk,T., Hartzell,S.W., Byrne,B.J., Subramanian,K.N., Sadofsky,M., Alwine,J.C., Innis,J.W., Scott,W.A., Hay,N., Kessler,M., Aloni,Y., Cohen,G.L., Wright,P.J., DeLucia,A.L., Lewton,B.A., Anderson,M.E., Tegtmeyer,P., Hay,R.T., Hendrickson,E.A., DePamphilis,M.L., Tseng,B.Y., Ahlem,C.N., Lycan,D.E., Danna,K.J., Weber,F., de Villiers,J., Schaffner,W., Pomerantz,B.J., Hassell,J.A., Jones,K.A., Tjian,R., Liu,L.F., Rowe,T.C., Yang,L., Tewey,K.M., Chen,G.L., Sohn,U., Szyszko,J., Coombs,D., Krause,M., Dynan,W.S., Margolskee,R.F., Nathans,D., Piatak,M., Ghosh,P.K., Norkin,L.C., Weissman,S.M., Tornow,J., Cole,C.N., Tenen,D.G., Livingston,D.M., Wang,S.S., Martin,R.G., Taylor,T.S., Haines,L.L., Bradley,M.K., Everett,R.D., Baty,D., Rio,D.C., Pipas,J.M., Peden,K.W., Davis,M.S., Yamaguchi,J., Bergsma,D.J., Mertz,J.E., Murphy,A., Barkan,A., Contreras,R., Gheysen,D., Knowland,J., van de Voorde,A., Fiers,W., Radonovich,M., Vodkin,M., Natarajan,V., Thoren,M., Das,G., Janik,J., Salzman,N.P., Olive,D.M., Johnson,A.D., Polvino-Bodnar,M., Skolnik-David,H., Edwards,K.A., Halligan,B.D., Davis,J.L., Nivera,N.L., DiMaio,D., Lebowitz,P., Fromm,M., Berg,P., Roy,P., Banerji,J., Rusconi,S., Feunteun,J., Carmichael,G., Nicolas,J.C., Kress,M., Hansen,U., Sharp,P.A., Moreau,P., Hen,R., Wasylyk,B., Everett,R., Gaub,M.P., Jackson,V., Chalkley,R., Myers,R.M., Robbins,A.K., Jay,G., Nomura,S., Anderson,C.W., Fitzgerald,M., Mathis,D.J., Benoist,C., Woodworth-Gutai,M., McKay,R., Gruss,P., Dhar,R., Frisque,R.J., Gluzman,Y., Buchman,A.R., Burnett,L., Haegeman,G., Sambrook,J.F., Shalloway,D., Kleinberger,T., Seif,I., Van Heuverswyn,H., Van de Voorde,A., Van Herreweghe,J., Volckaert,G., De Winne,P., Mark,D.F., Adler,S.P., Iserentant,D., Lai,C.J., van Heuverswyn,H., Thompson,J.A., Radonovich,M.F., Cole,C., Crawford,L.V., Thimmappaya,B., Reddy,V.B., Bina-Stein,M., Salzman,N., Thomspon,J.A., Swinscoe,J., Gutai,M.W., Ysebaert,M., May,E., May,P., Choudary,P.V., Haegemann,G., Rogiers,R., Zain,B.S., Pan,J., Celma,M.L., Soeda,E., Berk,A.J., Thys,F., Zain,S.B., Zain,B., Subramanian,K., Lewis,A.M. Jr., Zain,S.",2015-02-12T16:31:04.420Z,,Macaca mulatta polyomavirus 1,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,134,,,,,,,,ViralProj14024
GCF_000837065.1,,"Mayer,M., Dorries,K.",2015-02-12T16:29:28.657Z,,Mus musculus polyomavirus 2,Betapolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,1,,,,,,,,ViralProj14071
GCF_000836825.1,,"Schuurman,R., Jacobs,M., van Strien,A., van der Noordaa,J., Sol,C.",2015-02-12T16:28:16.297Z,,Bos taurus polyomavirus 1,Epsilonpolyomavirus,Polyomaviridae,dsDNA,RefSeq,,,2,,,,,,,,ViralProj14017
