Host,Species,Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Isolation_Source,Collection_Date,BioSample,GenBank_Title,Species_superkingdom,Species_family,Species_genus,Species_species,Species_no rank,Species_clade,Species_kingdom,Species_phylum,Species_class,Species_order,Species_subfamily,Host_no rank,Host_superkingdom,Host_kingdom,Host_phylum,Host_subphylum,Host_clade,Host_class,Host_order,Host_family,Host_subfamily,Host_tribe,Host_subtribe,Host_genus,Host_species,Host_subgenus,Host_section,Host_varietas,Host_superclass,Host_superorder,Host_suborder,Host_infraorder,Host_parvorder,Host_superfamily,Host_infraclass,Host_subclass,Host_subspecies,Host_strain,Host_cohort,Host_species group,Host_serogroup,Host_subsection,Host_subkingdom,Host_forma,Host_subcohort
Barbus barbus,Barbel circovirus,GCF_000892615.1,NA,"Lorincz,M., Csagola,A., Farkas,S.L., Szekely,C., Tuboly,T., Farkas,S.",2015-02-22T18:16:10Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Hungary,Hungary,NA,NA,2008-07-02,NA,ViralProj65821,Viruses,Circoviridae,Circovirus,Barbel circovirus,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Actinopterygii,Cypriniphysae,Cyprinidae,Barbinae,,,Barbus,Barbus barbus,,,,Actinopterygii,Cypriniphysae,Cyprinoidei,,,,Teleostei,Neopterygii,,,Otomorpha,,,,,,Ostariophysi
Bdellovibrio bacteriovorus,Bdellovibrio virus MH2K,GCF_000838865.1,NA,"Brentlinger,K.L., Hafenstein,S., Novak,C.R., Fane,B.A., Borgon,R., McKenna,R., Agbandje-McKenna,M., Hafenstein,S.L., Burch,A.D.",2015-02-12T16:32:45Z,NA,Bdellomicrovirus,Microviridae,ssDNA(+),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj14107,Viruses,Microviridae,Bdellomicrovirus,Bdellomicrovirus MH2K,,Monodnaviria,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Gokushovirinae,cellular organisms,Bacteria,Bacteria,Pseudomonadota,,,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,,,,Bdellovibrio,Bdellovibrio bacteriovorus,,,,,,,,,,,,,,,,,,,,
Bemisia tabaci,Gemyduguivirus bemta1,GCF_002210855.1,NA,"Nakasu,E.Y.T., Melo,F.L., Michereff-Filho,M., Nagata,T., Ribeiro,B.M., Ribeiro,S.G., Lacorte,C., Inoue-Nagata,A.K.",2017-06-29T01:01:05Z,AdDF,Gemyduguivirus,Genomoviridae,ssDNA,RefSeq,NA,NA,1,Brazil,Brazil,NA,NA,2014,NA,ViralProj392129,Viruses,Genomoviridae,Gemyduguivirus,Gemyduguivirus bemta1,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Hemiptera,Aleyrodoidea,Aleyrodinae,,,Bemisia,Bemisia tabaci,,,,,,Sternorrhyncha,,,Aleyrodoidea,Neoptera,Pterygota,,,Paraneoptera,,,,,,
Bemisia tabaci,Gemycircularvirus bemta1,GCF_002211035.1,NA,"Nakasu,E.Y.T., Melo,F.L., Michereff-Filho,M., Nagata,T., Ribeiro,B.M., Ribeiro,S.G., Lacorte,C., Inoue-Nagata,A.K.",2017-06-29T01:01:16Z,AdO,Gemycircularvirus,Genomoviridae,ssDNA,RefSeq,NA,NA,1,Brazil,Brazil,NA,NA,2014,NA,ViralProj392156,Viruses,Genomoviridae,Gemycircularvirus,Gemycircularvirus bemta1,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Hemiptera,Aleyrodoidea,Aleyrodinae,,,Bemisia,Bemisia tabaci,,,,,,Sternorrhyncha,,,Aleyrodoidea,Neoptera,Pterygota,,,Paraneoptera,,,,,,
Bemisia tabaci,Gemykibivirus bemta1,GCF_002210835.1,NA,"Nakasu,E.Y.T., Melo,F.L., Michereff-Filho,M., Nagata,T., Ribeiro,B.M., Ribeiro,S.G., Lacorte,C., Inoue-Nagata,A.K.",2017-06-29T01:01:01Z,NfO,Gemykibivirus,Genomoviridae,ssDNA,RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2014,NA,ViralProj392155,Viruses,Genomoviridae,Gemykibivirus,Gemykibivirus bemta1,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Hemiptera,Aleyrodoidea,Aleyrodinae,,,Bemisia,Bemisia tabaci,,,,,,Sternorrhyncha,,,Aleyrodoidea,Neoptera,Pterygota,,,Paraneoptera,,,,,,
Beta vulgaris subsp. vulgaris,Beet curly top Iran virus,GCF_000879795.1,NA,"Yazdi,H.R., Heydarnejad,J., Massumi,H., Bolok Yazdi,H.R., Hosseini Abhari,E.",2015-02-22T18:01:18Z,Kerman,Becurtovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Iran: Kerman,Iran,NA,NA,NA,NA,ViralProj28973,Viruses,Geminiviridae,Becurtovirus,Beet curly top Iran virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Betoideae,,,Beta,Beta vulgaris,,,,,,,,,,,,Beta vulgaris subsp. vulgaris,,,,,,,,
Blainvillea rhomboidea,Blainvillea yellow spot virus,GCF_000880175.1,NA,"Castillo-Urquiza,G.P., Beserra,J.E. Jr., Bruckner,F.P., Lima,A.T., Varsani,A., Alfenas-Zerbini,P., Murilo Zerbini,F., Beserra,J.E.A. Jr., Lima,A.T.M., Zerbini,P.A., Zerbini,F.M.",2015-02-22T18:01:49Z,BR:Coi25:07,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Brazil,Brazil,NA,NA,2007-07-17,NA,ViralMultiSegProj30183,Viruses,Geminiviridae,Begomovirus,Blainvillea yellow spot virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,,Blainvillea,Blainvillea rhomboidea,,,,,,,,,,,,,,,,,,,,
Blattodea,Cockroach associated cyclovirus 1,GCF_000905135.1,NA,"Padilla-Rodriguez,M., Rosario,K., Breitbart,M.",2015-02-22T18:38:39Z,GS140,Cyclovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,"USA: Tarpon Springs, Florida",USA,FL,NA,2011-02-20,NA,ViralProj188548,Viruses,Circoviridae,Cyclovirus,Cockroach associated cyclovirus 1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Dictyoptera,,,,,,,,,,,Dictyoptera,,,,,Neoptera,Pterygota,,,Polyneoptera,,,,,,
Boehmeria,Ramie mosaic Yunnan virus,GCF_001698395.1,NA,"Zhao,L.L., Zhong,J., Zhang,X.Y., Yin,Y.Y., Zhang,Z.K., Ding,M.",2016-08-03T01:01:04Z,4819-5,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2015-01-28,NA,ViralProj336039,Viruses,Geminiviridae,Begomovirus,Ramie mosaic Yunnan virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Rosales,Urticaceae,,,,Boehmeria,,,,,,,,,,,,,,,,,,,,,
Boehmeria nivea,Tomato leaf curl Hsinchu virus,GCF_000879415.1,NA,"Feng,X.H., Guo,A.P.",2015-02-22T18:00:42Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,NA,NA,ViralMultiSegProj29985,Viruses,Geminiviridae,Begomovirus,Tomato leaf curl Hsinchu virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Rosales,Urticaceae,,,,Boehmeria,Boehmeria nivea,,,,,,,,,,,,,,,,,,,,
Boerhavia coccinea,Boerhavia yellow spot virus,GCF_002821785.1,NA,"Hernandez-Zepeda,C., Idris,A.M., Carnevali,G., Brown,J.K., Moreno-Valenzuela,O.A.",2018-08-25T01:04:54Z,Yucatan,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,ASM282178v1,Viruses,Geminiviridae,Begomovirus,Boerhavia yellow spot virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,,,Boerhavia,Boerhavia coccinea,,,,,,,,,,,,,,,,,,,,
Bombus cryptarum,Bombus cryptarum densovirus,GCF_004132225.1,NA,"Schoonvaere,K., Smagghe,G., Francis,F., de Graaf,D.C.",2019-02-12T14:09:09Z,bcry3,NA,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Belgium,Belgium,NA,NA,2015-05-12,NA,ASM413222v1,Viruses,Parvoviridae,,Bombus cryptarum densovirus,unclassified Densovirinae,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Densovirinae,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Hymenoptera,Apoidea,Apinae,Bombini,,Bombus,Bombus cryptarum,Bombus,,,,,Apocrita,Aculeata,,Apoidea,Neoptera,Pterygota,,,Endopterygota,,,,,,
Bombyx mori,Lepidopteran iteradensovirus 1,GCF_000861145.1,NA,"Nonaka,K., Chiba,T., Nakahara,S., Kajiura,Z., Nakagaki,M.",2015-02-13T08:21:39Z,Shinshu,Iteradensovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,NA,NA,NA,NA,NA,NA,ViralProj15444,Viruses,Parvoviridae,Iteradensovirus,Lepidopteran iteradensovirus 1,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Densovirinae,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Amphiesmenoptera,Bombycoidea,Bombycinae,,,Bombyx,Bombyx mori,,,,,Amphiesmenoptera,Glossata,Neolepidoptera,Heteroneura,Bombycoidea,Neoptera,Pterygota,,,Endopterygota,,,,,,
Bos grunniens,Ungulate tetraparvovirus 1,GCF_001430475.1,NA,"Xu,F., Pan,Y., Wang,M., Wu,X., Tian,L., Baloch,A.R., Zeng,Q.",2015-11-03T01:01:53Z,Yak hokovirus GS1,Tetraparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,blood,2014,NA,ViralProj300551,Viruses,Parvoviridae,Tetraparvovirus,Ungulate tetraparvovirus 1,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos grunniens,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Gemycircularvirus bovas1,GCF_001646495.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:01:54Z,52_Fec78023_cow,Gemycircularvirus,Genomoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2012,NA,ViralProj321688,Viruses,Genomoviridae,Gemycircularvirus,Gemycircularvirus bovas1,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Cosmacovirus bovas1,GCF_001646475.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:01:52Z,GP3_45917_cow,Cosmacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2013,NA,ViralProj321684,Viruses,Smacoviridae,Cosmacovirus,Cosmacovirus bovas1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Ungulate bocaparvovirus 6,GCF_001678295.1,NA,"Mitra,N., Cernicchiaro,N., Torres,S., Li,F., Hause,B.M., Hause,B.",2016-07-02T00:18:57Z,NA,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,NA,2015,NA,ViralProj327360,Viruses,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 6,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Bovismacovirus bovas2,GCF_001646295.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:01:31Z,48_Fec5_cow,Bovismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2012,NA,ViralProj321685,Viruses,Smacoviridae,Bovismacovirus,Bovismacovirus bovas2,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Ungulate copiparvovirus 5,GCF_002366225.2,NA,"Sadeghi,M., Kapusinszky,B., Meng,X.J., Phan,T.G., Deng,X., Yugo,D.M., Kanevsky,I., Opriessnig,T., Woolums,A.R., Hurley,D.J., Eric Delwart,E.",2019-08-19T18:20:02Z,NA,Copiparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA,USA,NA,NA,2015,NA,ViralProj354195,Viruses,Parvoviridae,Copiparvovirus,Ungulate copiparvovirus 5,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Bovine associated cyclovirus 1,GCF_002819885.1,NA,"Li,L., Shan,T., Soji,O.B., Alam,M.M., Kunz,T.H., Zaidi,S.Z., Delwart,E.",2018-08-25T01:03:17Z,PKbeef23,Cyclovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Pakistan,Pakistan,NA,muscle,2009,NA,ASM281988v1,Viruses,Circoviridae,Cyclovirus,Bovine associated cyclovirus 1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Drosmacovirus bovas1,GCF_001645895.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:00:39Z,48_Fec9_cow,Drosmacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2012,NA,ViralProj321683,Viruses,Smacoviridae,Drosmacovirus,Drosmacovirus bovas1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Bovismacovirus bovas1,GCF_003033385.1,NA,"Kim,H.K., Park,S.J., Nguyen,V.G., Song,D.S., Moon,H.J., Kang,B.K., Park,B.K., Park,B., Kim,H.",2018-08-26T16:32:16Z,CP11-49-3,Bovismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,South Korea,South Korea,NA,feces,2011-04-18,NA,ASM303338v1,Viruses,Smacoviridae,Bovismacovirus,Bovismacovirus bovas1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Bostasmacovirus bovas1,GCF_001646075.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:01:05Z,GP3_46075_cow,Bostasmacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2013,NA,ViralProj321682,Viruses,Smacoviridae,Bostasmacovirus,Bostasmacovirus bovas1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Porprismacovirus bovas1,GCF_001646095.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:01:07Z,23_Fec30587_cow,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2012,NA,ViralProj321686,Viruses,Smacoviridae,Porprismacovirus,Porprismacovirus bovas1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Bos taurus,Bonzesmacovirus bovas1,GCF_001645915.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:00:41Z,48_Fec59973_cow,Bonzesmacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2012,NA,ViralProj321687,Viruses,Smacoviridae,Bonzesmacovirus,Bonzesmacovirus bovas1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Bovidae,Bovinae,,,Bos,Bos taurus,,,,Sarcopterygii,Laurasiatheria,Ruminantia,Pecora,,,,,,,,,,,,,
Brachiaria deflexa,Gemycircularvirus poass1,GCF_001292915.1,NA,"Male,M.F., Kami,V., Kraberger,S., Varsani,A., Kami,P.",2015-09-17T01:01:09Z,PaGmV-1_TO_STO14-29204_2014,Gemycircularvirus,Genomoviridae,ssDNA,RefSeq,NA,NA,1,Tonga,Tonga,NA,NA,2014,NA,ViralProj295580,Viruses,Genomoviridae,Gemycircularvirus,Gemycircularvirus poass1,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Poales,Poaceae,Panicoideae,Paniceae,Melinidinae,Urochloa,Urochloa deflexa,,,,,,,,,,,Petrosaviidae,,,,,,,,,
Brassica oleracea var. botrytis,Cabbage leaf curl Jamaica virus,GCF_002867425.1,NA,"Smith,K.N., Roye,M.E., McLaughlin,W.A., Maxwell,D.P.",2018-08-26T15:19:17Z,CUc-3,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Jamaica,Jamaica,NA,NA,NA,NA,ASM286742v1,Viruses,Geminiviridae,Begomovirus,Cabbage leaf curl Jamaica virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Brassicales,Brassicaceae,,Brassiceae,,Brassica,Brassica oleracea,,,Brassica oleracea var. botrytis,,,,,,,,,,,,,,,,,
Brassica rapa,Turnip curly top virus,GCF_000887455.1,NA,"Briddon,R.W., Heydarnejad,J., Khosrowfar,F., Massumi,H., Martin,D.P., Varsani,A.",2015-02-22T18:10:06Z,IR:Zaf:B11:06,Turncurtovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Iran,Iran,NA,NA,2006,NA,ViralProj50429,Viruses,Geminiviridae,Turncurtovirus,Turnip curly top virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Brassicales,Brassicaceae,,Brassiceae,,Brassica,Brassica rapa,,,,,,,,,,,,,,,,,,,,
Brassica rapa var. rapa,Turnip leaf roll virus,GCF_001550845.1,NA,"Kamali,M., Heydarnejad,J., Massumi,H., Kvarnheden,A., Kraberger,S., Varsani,A.",2016-02-07T01:02:00Z,IR:Hom:Th2:Tur:12,Turncurtovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Iran,Iran,NA,NA,2012,NA,ViralProj310891,Viruses,Geminiviridae,Turncurtovirus,Turnip leaf roll virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Brassicales,Brassicaceae,,Brassiceae,,Brassica,Brassica rapa,,,Brassica rapa var. rapa,,,,,,,,,Brassica rapa subsp. rapa,,,,,,,,
Bromus,Bromus-associated circular DNA virus 1,GCF_000930895.1,NA,"Kraberger,S., Farkas,K., Bernardo,P., Booker,C., Arguello-Astorga,G.R., Mesleard,F., Martin,D.P., Roumagnac,P., Varsani,A.",2015-02-22T19:11:41Z,BasCV-1_NZ-NZG01_Sef-2012,NA,NA,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,NA,2012,NA,ViralProj273470,Viruses,,,Bromus-associated circular DNA virus 1,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Poales,Poaceae,Pooideae,Bromeae,,Bromus,,,,,,,,,,,,Petrosaviidae,,,,,,,,,
Bromus catharticus,Bromus catharticus striate mosaic virus,GCF_000890415.1,NA,"Hadfield,J., Martin,D.P., Stainton,D., Kraberger,S., Owor,B.E., Shepherd,D.N., Lakay,F., Markham,P.G., Greber,R.S., Briddon,R.W., Varsani,A., Hatfield,J.",2015-02-22T18:13:33Z,AU QL 99,Mastrevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Australia,Australia,NA,NA,1999,NA,ViralProj61437,Viruses,Geminiviridae,Mastrevirus,Bromus catharticus striate mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Poales,Poaceae,Pooideae,Bromeae,,Bromus,Bromus catharticus,,,,,,,,,,,Petrosaviidae,,,,,,,,,
Bromus hordeaceus,Bromus-associated circular DNA virus 2,GCF_000930255.1,NA,"Kraberger,S., Farkas,K., Bernardo,P., Booker,C., Arguello-Astorga,G.R., Mesleard,F., Martin,D.P., Roumagnac,P., Varsani,A.",2015-02-22T19:11:20Z,BasCV-2_NZ-NZG03_Wel-2012,NA,NA,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,NA,2012,NA,ViralProj273468,Viruses,,,Bromus-associated circular DNA virus 2,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Poales,Poaceae,Pooideae,Bromeae,,Bromus,Bromus hordeaceus,,,,,,,,,,,Petrosaviidae,,,,,,,,,
Bromus hordeaceus,Bromus-associated circular DNA virus 4,GCF_000929195.1,NA,"Kraberger,S., Farkas,K., Bernardo,P., Booker,C., Arguello-Astorga,G.R., Mesleard,F., Martin,D.P., Roumagnac,P., Varsani,A.",2015-02-22T19:10:36Z,BasCV-4_FR38-38-Cam,NA,NA,ssDNA,RefSeq,NA,NA,1,France,France,NA,NA,2013,NA,ViralProj273467,Viruses,,,Bromus-associated circular DNA virus 4,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Poales,Poaceae,Pooideae,Bromeae,,Bromus,Bromus hordeaceus,,,,,,,,,,,Petrosaviidae,,,,,,,,,
